kind,doc_id,doc_saint,doc_title_english,doc_title_geez,doc_title_amharic,doc_title_transliteration,section_id,section_title_english,section_title_geez,section_title_amharic,section_title_transliteration,block_id,block_type,speaker,geez,amharic,english,transliteration,dynamic,overrideId,optional
block,,,,,,,,,,,,ap-lp-3,prayer,congregation,ኅድግ ለነ አበሳነ ወጌጋየነ ከመ ንሕነኒ ንኅድግ ለዘአበሰ ለነ።,በደላችንን ይቅር በለን፣ እኛም የበደሉንን ይቅር እንደምንል፣,"And forgive us our trespasses as we forgive them that trespass against us,",Hidig lene abesane wegégayene keme nihinenee nihidig leze'abese lene.,\N,\N,\N
block,,,,,,,,,,,,ap-lp-4,prayer,congregation,ኢታብአነ እግዚኦ ውስተ መንሱት አላ አድኅነነ ወባልሐነ እምኵሉ እኩይ,አቤቱ ወደ ፈተና አታግባን፣ ከክፉ ሁሉ አድነን እንጂ፣,And lead us not into temptation but deliver us and rescue us from all evil;,eetabi'ane egzi'o weste mensut ala adihinene webalihane imkwulu iku'y,\N,\N,\N
block,,,,,,,,,,,,ap-lp-5,prayer,congregation,እስመ ዚኣከ ይእቲ መንግሥት ኃይል ወስብሐት ለዓለመ ዓለም።,መንግሥት ያንተ ናትና። ኃይል፣ ምስጋና ለዘለዓለሙ በእውነት።,"For Thine is the kingdom, the power and the glory for ever and ever.",isme zee'ake yi'itee mengist hayl wesibihat le'alem alem.,\N,\N,\N
section,,,,,,,apostles-hail-mary,Hail Mary,ሰላም ለኪ ማርያም,ሰላም ለኪ ማርያም,,,,,,,,,,,
block,,,,,,,,,,,,ap-hm-1,prayer,congregation,በሰላመ ቅዱስ ገብርኤል መልአክ ኦ እግዝእትየ ማርያም ሰላም ለኪ,እመቤታችን ቅድስት ድንግል ማርያም ሆይ በመልአኩ በቅዱስ ገብረኤል ሰላምታ ሰላም እልሻለሁ,"O Holy Virgin Mary, in the peace of the Angel Gabriel, peace be unto Thee.",Beselame qidus gebriel mel'ak o egzi'etiye Mariyam selam leki,\N,\N,\N
block,,,,,,,,,,,,ap-hm-2,prayer,congregation,ድንግል በኅሊናኪ ወድንግል በሥጋኪ። እመ እግዚአብሔር ጸባዖት ሰላም ለኪ,በሃሳብሽ ድንግል ነሽ በሥጋሽም ድንግል ነሽ። የአሸናፊ የእግዚአብሔር እናት ሆይ ሰላምታ ላንቺ ይገባል።,Thou art virgin in spirit as well as in body. O Thou Mother of Perfect God peace be unto Thee.,dingil behilinaki wedingil besigaki eme egziabiheir tseba'ot selam leki,\N,\N,\N
block,,,,,,,,,,,,ap-hm-3,prayer,congregation,ቡርክት አንቲ እምአንስት ወቡሩክ ፍሬ ከርሥኪ።,ከሴቶች ሁሉ ተለይተሽ አንቺ የትባረክሽ ነሽ የማኅፀንሽም ፍሬ የተባረከ ነው።,Blessed art Thou among women and blessed is the Fruit of Thy womb.,burikt anti em'a'nist weburuk fire kersike,\N,\N,\N
block,,,,,,,,,,,,ap-hm-4,prayer,congregation,ተፈሥሒ ፍሥሕት ኦ ምልእተ ጸጋ እግዚአብሔር ምስሌኪ።,ጸጋን የተመላሽ ሆይ ደስ ይበልሽ እግዚአብሔር ከአንቺ ጋር ነውና,Rejoice O Thou who art full of grace the Lord is with Thee.,tefesihi fisiht o meli'i'te tsega egziabihear misle'ki,\N,\N,\N
block,,,,,,,,,,,,ap-hm-5,prayer,congregation,ሰአሊ ወጸልዪ ኀበ ፍቁር ወልድኪ ኢየሱስ ክርስቶስ,ከተወደደው ልጅሽ ከጌታችን ከመድኃኒታችን ከኢየሱስ ክርስቶስ ዘንድ ይቅርታን ለምኝልን,"Ask and pray for us to Thy beloved Son, Jesus Christ",seali wetseliye habe fiqur weldike eyesus kristos,\N,\N,\N
block,,,,,,,,,,,,ap-hm-6,prayer,congregation,ከመ ይሥረይ ለነ ኃጣውኢነ።,ኃጢአታችንን ያስተሠርይልን ዘንድ ለዘለዓለሙ አሜን።,That He may have mercy upon our souls and forgive us our sins. Amen.,keme y'sre'y lene hatawi'ine,\N,\N,\N
section,,,,,,,apostles-preface,Preface,ምስጋና,ምስጋና,,,,,,,,,,,
block,,,,,,,,,,,,ap-pref-1,prayer,priest,,አቤቱ በተወደደ ልጅህ በጌታችን በኢየሱስ እናመሰግንሃለን በኋለኛው ዘመን የምክርህን አበጋዝ መድኃኒትና ቤዛ የሚሆን ልጅህን የሰደድህልን። ይህ ቃል ካንተ የተገኘ ነው በርሱም ሁሉን በፈቃድህ አደረግህ።,"We give Thee thanks, O Lord, in Thy beloved Son our Lord Jesus, Whom in the last days Thou sent unto us, Thy Son, the Saviour and Redeemer, the messenger of Thy counsel.",,\N,\N,\N
block,,,,,,,,,,,,ap-pref-2,prayer,priest,,,"This Word is He, Who is from Thee, and through Whom Thou made all things according to Thy will.",,\N,\N,\N
section,,,,,,,apostles-intercessions,Intercessions,ልቡናውን ጸሎት,ልቡናውን ጸሎት,,,,,,,,,,,
block,,,,,,,,,,,,ap-int-1,prayer,deacon,በአንተ ብፁዕ ወቅዱስ አባ ማትያስ፣ ወብፁዕ ሊቀ ጳጳስነ አባ ጴጥሮስ፣,ብፁዕ ቅዱስ ስለሚሆን ስለ ርእሰ ሊቃነ ጳጳሳት ስለ አባ ማትያስ ብፁዕም ስለሚሆን ስለ አባ ጴጥሮስ በጸሎታቸውና,"For the sake of the blessed and holy Patriarch Abba and the blessed Archbishop Abba, while they yet give Thee thanks in their prayer and their supplications: Stephen the first martyr, Zacharias the priest and John the Baptist.",Beinte bitsu'i weqidus Abba Matyas webitsu'i leeqe papasine Abba Petros,\N,\N,\N
block,,,,,,,,,,,,ap-int-2,prayer,deacon,እንዘ የአኵቱከ በጸሎቶሙ ወበስእለቶሙ እስጢፋኖስ ቀዳሜ ሰማዕት፣ ዘካርያስ ካህን ወዮሐንስ መጥምቅ,በልመናቸው ሲያመስግኑህ የሰማዕታት መጀመሪያ እስጢፋኖስ። ካህን ዘካርያስና መጥምቁ ዩሐንስ,"And for the sake of all the saints and martyrs who have gone to their rest in faith: Matthew and Mark, Luke, and John, the four Evangelists; Mary the mother of God, Simon Peter and Andrew, James and John, Philip and Bartholomew, Thomas and Matthew, Thaddaeus and Nathanael, James the son of Alphaeus and Matthias, the twelve Apostles; and James the Apostle, brother of the Lord, Bishop of Jerusalem: Paul, Timothy, Silas, and Barnabas; Titus, Philemon, and Clement, the seventy-two disciples, the five hundred brethren, the three hundred and eighteen Orthodox; may the prayers of them all come unto us and visit us together with them.",inze ye'akwutuke betselotomu webes'iletomu Isteefanos qedame sema'it. Zekarias kahin weyohanis metmiq.,\N,\N,\N
block,,,,,,,,,,,,ap-int-3,prayer,deacon,,,"And remember Thou the peace of the universal apostolic church, which was made by Christ through His precious blood.",,\N,\N,\N
block,,,,,,,,,,,,ap-int-4,prayer,deacon,,,"Remember, Thou, all the patriarchs, archbishops, bishops, priests, and deacons who keep straight the way of the true word.",,\N,\N,\N
block,,,,,,,,,,,,ap-int-5r,rubric,\N,\N,\N,The assistant priest shall say the Prayer of Benediction of St. Basil.,\N,\N,\N,\N
block,,,,,,,,,,,,ap-int-5,prayer,priest,,,"O holy Trinity, Father, Son, and Holy Spirit, bless Thy people, beloved Christians, with heavenly and earthly blessings.",,\N,\N,\N
block,,,,,,,,,,,,ap-int-6,prayer,priest,,,"And send upon us the grace of the Holy Spirit, and keep the doors of Thy holy church open unto us in mercy and in faith; and perfect unto us the faith of Thy holy Trinity unto our last breath.",,\N,\N,\N
block,,,,,,,,,,,,ap-int-7,prayer,priest,,,"O my Lord Jesus Christ, visit the sick of Thy people; heal them; and guide our fathers and our brethren who have journeyed, becoming strangers: bring them back to their dwelling places in peace and in health.",,\N,\N,\N
block,,,,,,,,,,,,ap-int-8,prayer,priest,,,"Bless the airs of heaven, and the rains and the fruits of the earth of this year, in accordance with Thy grace, and make joy and gladness prevail perpetually on the face of the earth.",,\N,\N,\N
block,,,,,,,,,,,,ap-int-9,prayer,priest,,,And confirm for us Thy peace. Turn the hearts of mighty kings to deal kindly with us always.,,\N,\N,\N
block,,,,,,,,,,,,ap-int-10,prayer,priest,,,"Grant peace to the scholars of the church, who are continually gathered in Thy holy church; to all, to each by their several names, in the presence of powerful rulers, O our God, increase Thy peace.",,\N,\N,\N
block,,,,,,,,,,,,ap-int-11,prayer,priest,,,"Rest the souls of our ancestors, both our brothers and sisters who have fallen asleep and gained their rest in the right faith.",,\N,\N,\N
block,,,,,,,,,,,,ap-int-12,prayer,priest,,,"And bless those who give gifts of incense, bread and wine, ointment and oil, decorations and reading books, and vessels for the sanctuary, that Christ our God may give them their reward in the heavenly Jerusalem.",,\N,\N,\N
block,,,,,,,,,,,,ap-int-13,prayer,priest,,,"And all of them that are assembled with us to entreat for mercy, Christ our God have mercy upon them: and all them that give alms before Thine awful and terrifying throne, receive.",,\N,\N,\N
block,,,,,,,,,,,,ap-int-14,prayer,priest,,,"And comfort every straitened soul, they who are in chains, and they who are in exile or captivity.",,\N,\N,\N
block,,,,,,,,,,,,ap-int-15,prayer,priest,,,"And them that are held in bitter servitude, our God, deliver them in Thy mercy. And all of them that have entrusted it to us to remember them in our supplications to Thee O our Master Jesus Christ, remember them in Thy heavenly kingdom, and remember me, thy sinful servant.",,\N,\N,\N
block,,,,,,,,,,,,ap-int-16,prayer,priest,ኦ እግዚኦ አድኅን ሕዝበከ ወባርክ ርስተከ,አቤቱ ሕዝብህን አድን ርስትህንም ባርክ።,"O Lord, save thy people and bless Thine inheritance, feed them and lift them up for ever.",O igzio adihin hizibike webarik risteke,\N,\N,\N
section,,,,,,,apostles-sanctus,Sanctus,,,,,,,,,,,,,
block,,,,,,,,,,,,ap-san-1,prayer,deacon,,,"Lord pity and have mercy upon the patriarchs, archbishops, bishops, priests, deacons and all the Christian people.",,\N,\N,\N
block,,,,,,,,,,,,ap-san-2,prayer,priest,,,"To these and to all grant rest to their souls, and have mercy upon them. Thy Son Whom Thou did send from heaven to the womb of a virgin, was conceived in her womb, and was made flesh and Thy Son became known by the Holy Spirit.",,\N,\N,\N
block,,,,,,,,,,,,ap-san-3,prayer,deacon,,,"Ye that are sitting, stand up.",,\N,\N,\N
block,,,,,,,,,,,,ap-san-4,prayer,priest,,,"There stand before Thee a thousand thousands and ten thousand times ten thousand, both the holy angels and archangels and Thy honourable beasts, each with six wings.",,\N,\N,\N
block,,,,,,,,,,,,ap-san-5,prayer,deacon,,,Look to the east.,,\N,\N,\N
block,,,,,,,,,,,,ap-san-6,prayer,priest,,,"With two of their wings they cover their face, with two of their wings they cover their feet, and with two of their wings they fly from end to end of the world.",,\N,\N,\N
block,,,,,,,,,,,,ap-san-7,prayer,deacon,,,Let us give heed.,,\N,\N,\N
block,,,,,,,,,,,,ap-san-8,prayer,priest,,,"And they all constantly hallow and praise Thee, with all them that hallow and praise Thee.",,\N,\N,\N
block,,,,,,,,,,,,ap-san-9,prayer,priest,,,"Receive also our hallowing which we utter unto Thee: Holy, holy, holy, perfect Lord of hosts.",,\N,\N,\N
block,,,,,,,,,,,,ap-san-10,prayer,deacon,,,Answer ye.,,\N,\N,\N
block,,,,,,,,,,,,ap-san-11,response,congregation,,,"Holy, holy, holy, perfect Lord of hosts, heaven and earth are full of the holiness of Thy glory.",,\N,\N,\N
section,,,,,,,apostles-post-sanctus,Post-Sanctus,,,,,,,,,,,,,
block,,,,,,,,,,,,ap-psn-1,prayer,priest,,,"Truly heaven and earth are full of the holiness of Thy glory, through our Lord, God, and Saviour Jesus Christ, Thy holy Son. He came and was born of a virgin that He might fulfil Thy will and make a people for Thee.",,\N,\N,\N
block,,,,,,,,,,,,ap-psn-2,response,congregation,,,"Remember us all in Thy kingdom; remember us, Lord, Master, in Thy kingdom; remember us, Lord, in Thy kingdom, as Thou remembered the thief on the right hand when Thou was on the tree of the holy cross.",,\N,\N,\N
section,,,,,,,apostles-institution,Institution Narrative,,,,,,,,,,,,,
block,,,,,,,,,,,,ap-inst-1r,rubric,\N,\N,\N,"Then the assistant priest shall put on grains of incense, and present the censer bowl with lid tilted back, to the celebrant, who shall cross his two hands in the smoke of the incense, then passing them over the bread and the cup three times each.",\N,\N,\N,\N
block,,,,,,,,,,,,ap-inst-1,prayer,priest,,,"He stretched out His hands in the passion, suffering to save the sufferers that trust in Him.",,\N,\N,\N
block,,,,,,,,,,,,ap-inst-2,prayer,priest,,,"Who was delivered to the passion that He might destroy death, break the bonds of Satan, tread down hell, lead forth the saints, establish a covenant and make known His resurrection.",,\N,\N,\N
block,,,,,,,,,,,,ap-inst-3,prayer,deacon,,,"Priests, raise up your hands.",,\N,\N,\N
block,,,,,,,,,,,,ap-inst-4,prayer,priest,,,"In the same night in which they betrayed Him, He took bread in His holy, blessed and spotless hands.",,\N,\N,\N
block,,,,,,,,,,,,ap-inst-4r,rubric,\N,\N,\N,At this time he shall raise the host.,\N,\N,\N,\N
block,,,,,,,,,,,,ap-inst-5,response,congregation,,,"We believe that this is He, truly we believe.",,\N,\N,\N
block,,,,,,,,,,,,ap-inst-6,prayer,priest,,,"He looked up to heaven toward Thee, His Father, gave thanks, blessed and broke.",,\N,\N,\N
block,,,,,,,,,,,,ap-inst-6r,rubric,\N,\N,\N,Over the bread three times. Then he shall indent the Host lightly with his thumb in five places without separation.,\N,\N,\N,\N
block,,,,,,,,,,,,ap-inst-7,prayer,priest,,,"And He gave to His disciples and said unto them: Take, eat, this bread is truly My body which will be broken on your behalf for the remission of sin.",,\N,\N,\N
block,,,,,,,,,,,,ap-inst-8,response,congregation,,,"Amen. Amen. Amen. We believe and confess, we glorify Thee, O our Lord and our God; that this is He we truly believe.",,\N,\N,\N
block,,,,,,,,,,,,ap-inst-9,prayer,priest,,,"And likewise also the cup giving thanks, blessing it and hallowing it, He gave it to His disciples, and said unto them, take, drink; this cup is My blood which will be shed on your behalf as a propitiation for many.",,\N,\N,\N
block,,,,,,,,,,,,ap-inst-9r,rubric,\N,\N,\N,He shall then move the cup with his right hand in the sign of the cross.,\N,\N,\N,\N
block,,,,,,,,,,,,ap-inst-10,response,congregation,,,"Amen. Amen. Amen. We believe and confess, we glorify Thee, O our Lord and our God, that this is He, we truly believe.",,\N,\N,\N
block,,,,,,,,,,,,ap-inst-11,prayer,priest,,,And as often as ye do this do it in remembrance of Me.,,\N,\N,\N
block,,,,,,,,,,,,ap-inst-12,response,congregation,,,"We proclaim Thy death, Lord, and Thy holy resurrection; we believe in Thy ascension and Thy second advent. We glorify Thee, and confess Thee, we offer our prayer unto Thee and supplicate Thee, O our Lord and our God.",,\N,\N,\N
section,,,,,,,apostles-anamnesis,Anamnesis (Hymns of the Sacrifice),ዝክረ ሞት,ዝክረ ሞት,,,,,,,,,,,
block,,,,,,,,,,,,ap-an-rubric,rubric,\N,\N,\N,The following hymns are chanted during the Anamnesis (memorial of the Passion).,\N,\N,\N,\N
block,,,,,,,,,,,,ap-an-1,prayer,priest,እንዘ ቢዙሃን ንሕነ እምጽዖተ ዘመን ዘዚኣሁ ነአምን ሞቶ ወንሴፎ ትንሣኤሁ,,"We await the hope of the age which is His, We believe in His death and hope for His resurrection",Inze bi'zuhan ni'hine im'tsota zemen ze'zee'ahu Ne'amin moto we'niseifo tinsa'iehu,\N,\N,\N
block,,,,,,,,,,,,ap-an-2,response,congregation,ለእግዚእ ክርስቶስ ዘኢይትአተት ጸጋሁ መለያልየ ፩ደ ይረስየነ ምስሌሁ በአጽናፈ ዓለም ይጠባሕ ፩ዱ ሥጋሁ,,"For the Lord Christ whose grace is unsearchable, may He unite us all as one with Him; in the ends of the earth may His one body be glorified",Le'igzee'i kristos ze'eeyit'atet tse'gahu Mele'yaliye aha'de yire'siyene misle'hu Be'ats'nafe alem yi'Tebah ahadu sigahu,\N,\N,\N
block,,,,,,,,,,,,ap-an-3,prayer,priest,ኦ ክርስቶስ በግዐ መሥዋዕት ፩ዱ ካህነ ወንጌል ሥጋከ ለለጊዜ ይሠዋዕ በፈቃዱ,,"O Christ, Thou art the one sacrificial Lamb; O Priest of the Gospel, Thy body is offered each time by His will",O kristos beg'a meswa'it ahadu Kahine wengiel si'gake lele'gize yisewa'i be'feqadu,\N,\N,\N
block,,,,,,,,,,,,ap-an-4,response,congregation,ተዝካረ ሞትከ ባሕር ለልበ ጠቢባን ምዕላዱ ነፋሰ ጥዒና መንፈሳዊ ሶበ ይነፍሕ በዓውዱ ከመ ነበልባል ይትነሣእ ሞገዱ,,"The memorial of Thy death is the sea for the hearts of the wise; when the healing breath of the Spirit blows in its season, its waves rise like a flame",Tez'kare motike bahir le'libe Te'biban mi'iladu Nefse Ti'eena menfesawi sobe yinefhi be'awdu Keme ne'belbal yitnesa'i mogedu,\N,\N,\N
block,,,,,,,,,,,,ap-an-5,prayer,priest,ጊዜ ይሠዋዕ ኅብስተ ሥጋከ እምልክዐ ሥጋከ ፍሉጥ ወደምከ ወይን እምደመ ጠባይዕ ውሉጥ,,"When the bread of Thy body is offered, cut off from Thy natural body, and Thy blood of wine poured out from Thy natural blood",Geeze yisewa hibiste sigake imelk'a sigake filu'Ti We'demike weyn imdeme Te'bayi wiluTi,\N,\N,\N
block,,,,,,,,,,,,ap-an-6,response,congregation,ኢየሱስ ክርስቶስ ለሥርየተ ኀጢአት ሥሉጥ ንሕነሰ እግዚኦ በዓይነ ሃይማኖት ፍሉጥ ፍጹመ ሥጋዌከ ንሬኢ እምውስጥ,,"Jesus Christ, the one who is swift to forgive sins; we, O Lord, with the pure eye of faith, behold Thy perfect incarnation from within",E'yesus Kristos le'sir'yete ha'Tee'ati silu'T Ni'hinese igzeeo be'ayne haymanot filu'Ti Fi'tsume siga'wieke ni'rie'ee imwisT,\N,\N,\N
block,,,,,,,,,,,,ap-an-7,prayer,priest,አብርሃም ተመነየ ተፈሥሐ ወተነበየ ምሥጢረ ሞትከ ክርስቶስ አመ በበግዕ ርእየ,,"Abraham desired and rejoiced and prophesied the mystery of Thy death, O Christ, when he saw the lamb",Abriham te'meneye te'fesiha wetene'beye misTee're motike kristos ame be'begi ri'iye,\N,\N,\N
block,,,,,,,,,,,,ap-an-8,response,congregation,ብፁዓን ንሕነ ዘአፈድፈድናሁ ዕበየ እስመ ንሠውዓከ ለለእለቱ ወንጠብሐከ ዝየ ወበደምከ ነሐፅብ ጌጋየ,,"Blessed are we who have multiplied His greatness, for we offer Thee daily and praise Thee here, and in Thy blood we wash away our sins",Bi'tsu'an nihine ze'afedfed'nahu I'beye Isme nise'wi'ake lele'iletu weniTe'bihake ziye webedemike neha'tsib gie'gaye,\N,\N,\N
block,,,,,,,,,,,,ap-an-9,prayer,priest,ናሁ ማዕከሌነ ወማዕከሌከ ሥዩም ትእምርተ መሐላ ሥጋከ ወቀስተ ኪዳንከ ደም,,"Behold, between us and Thee is set the sign of the oath, Thy body, and the bow of Thy covenant, Thy blood",Nahu Ma'ike'lene wema'ike'leke si'yumi Ti'imrete mehala sigake we'qeste ki'danike dem,\N,\N,\N
block,,,,,,,,,,,,ap-an-10,response,congregation,ኢየሱስ ክርስቶስ መሥዋዕተ ሰላም በከመ ተገብረ ቀስተ ደመና አመ ተአይኅ ዓለም ዝናመ ጌጋይነ ይእፁ ጥብሕከ ልጓም,,"Jesus Christ, the sacrifice of peace; as the rainbow appeared when the world was flooded, so may Thy sacrifice restrain the flood of our sins",E'yesus Kristos mes'wa'ite selam Bekeme te'gebre qeste demean ame te'ayhi alem Zi'name gie'ga'yine yi'itsu Ti'bihike li'gwam,\N,\N,\N
section,,,,,,,apostles-epiclesis,Anamnesis and Epiclesis,,,,,,,,,,,,,
block,,,,,,,,,,,,ap-epic-1,prayer,priest,,,"Now, Lord, we remember Thy death and Thy resurrection. We confess Thee and we offer unto Thee this bread and this cup, giving thanks unto Thee; and thereby Thou has made us worthy of the joy, standing before Thee and ministering to Thee. We pray and beseech Thee, Lord, that Thou would send the Holy Spirit and power upon this bread and upon this cup.",,\N,\N,\N
block,,,,,,,,,,,,ap-epic-2,prayer,priest,,,"May He make them the body and blood of our Lord, God, and Saviour Jesus Christ, unto the ages of ages.",,\N,\N,\N
block,,,,,,,,,,,,ap-epic-2r,rubric,\N,\N,\N,"Once over the bread, once over the cup, and once more over both.",\N,\N,\N,\N
block,,,,,,,,,,,,ap-epic-3,response,congregation,,,"Amen. Lord have pity upon us, Lord spare us, Lord have mercy upon us.",,\N,\N,\N
block,,,,,,,,,,,,ap-epic-4,prayer,deacon,,,With all the heart let us beseech the Lord our God that He grant unto us the good communion of the Holy Spirit.,,\N,\N,\N
block,,,,,,,,,,,,ap-epic-5,response,congregation,,,"As it was, is, and shall be unto generations of generations, and endless ages.",,\N,\N,\N
block,,,,,,,,,,,,ap-epic-5r,rubric,\N,\N,\N,At this time he shall dip his finger into the Blood and sign the Body.,\N,\N,\N,\N
block,,,,,,,,,,,,ap-epic-6,prayer,priest,,,"Grant it together unto all them that take of it, that it may be unto them for sanctification and for filling with the Holy Spirit and for strengthening of the true faith, that they may hallow and praise Thee and Thy beloved Son Jesus Christ with the Holy Spirit.",,\N,\N,\N
block,,,,,,,,,,,,ap-epic-6r,response,congregation,,,Amen.,,\N,\N,\N
block,,,,,,,,,,,,ap-epic-7,prayer,priest,,,"Grant us to be united through Thy Holy Spirit, and heal us by this oblation that we may live in Thee for ever.",,\N,\N,\N
block,,,,,,,,,,,,ap-epic-7r,rubric,\N,\N,\N,The people shall repeat his words.,\N,\N,\N,\N
block,,,,,,,,,,,,ap-epic-8,prayer,priest,,,"Blessed be the Name of the Lord, and blessed be he that comes in the Name of the Lord, and let the Name of his glory be blessed. So be it. So be it. So be it blessed.",,\N,\N,\N
block,,,,,,,,,,,,ap-epic-8r,rubric,\N,\N,\N,The people shall repeat his words.,\N,\N,\N,\N
block,,,,,,,,,,,,ap-epic-9,prayer,priest,,,Send the grace of the Holy Spirit upon us.,,\N,\N,\N
block,,,,,,,,,,,,ap-epic-9r,rubric,\N,\N,\N,The people shall repeat his words.,\N,\N,\N,\N
section,,,,,,,apostles-fraction,Prayer of Fraction,,,,,,,,,,,,,
block,,,,,,,,,,,,ap-frac-1,prayer,deacon,,,Arise for prayer.,,\N,\N,\N
block,,,,,,,,,,,,ap-frac-2,response,congregation,,,Lord have mercy upon us.,,\N,\N,\N
block,,,,,,,,,,,,ap-frac-3,prayer,priest,እግዚአብሔር ምስለ ኵልክሙ።,እግዚአብሔር ከሁላችሁ ጋር ይሁን።,Peace be unto all of you.,Igzee'abihér misle kwulikimu.,\N,\N,\N
block,,,,,,,,,,,,ap-frac-4,response,congregation,ምስለ መንፈስከ።,ከመንፈስህ ጋራ።,And with your spirit.,Misle menfesike.,\N,\N,\N
block,,,,,,,,,,,,ap-frac-5,prayer,priest,,,"And again we beseech the almighty God, the Father of our Lord, God, and Saviour Jesus Christ, to grant us to partake of this holy mystery with blessing, to grant to us confirmation and not to condemn any of us, but to make worthy all that partake of the holy mystery, of the body and blood of Christ. The almighty Lord is our God.",,\N,\N,\N
block,,,,,,,,,,,,ap-frac-6,prayer,deacon,,,Pray ye.,,\N,\N,\N
block,,,,,,,,,,,,ap-frac-7,response,congregation,አቡነ ዘበሰማያት ይትቀደስ ስምከ ትምጻእ መንግሥትከ ወይኩን ፈቃድከ በከመ በሰማይ ወበምድር። ሲሳየነ ዘለለ ዕለት ሀበነ ዮም። ወኅድግ ለነ አበሳነ ከመ ንሕነኒ ንኅድግ ለዘአበሰ ለነ። ኢታብአነ ውስተ መንሱት፡ አላ አድኅነነ እምዕኩይ፡ እስመ ዚኣከ ይእቲ መንግሥት ወኃይል ወስብሐት ለዓለም ዓለም።,,"Our Father, Who art in heaven, hallowed be Thy name, Thy kingdom come, Thy will be done on earth as it is in heaven. Give us this day our daily bread, and forgive us our debts as we forgive our debtors, and lead us lest we enter into temptation, but deliver us rescuing us from all evil: for Thine is the kingdom, the power and the glory for ever and ever.",,\N,\N,\N
block,,,,,,,,,,,,ap-frac-8,prayer,priest,,,"Lord our almighty God, grant us to partake effectually of Thy holy mystery, and condemn none of us, but bless all in Christ, through Whom to Thee with Him and with the Holy Spirit be glory and dominion, both now and ever and unto the ages of ages. Amen.",,\N,\N,\N
section,,,,,,,apostles-absolution,Absolution,,,,,,,,,,,,,
